assay,seed,round,n_seen,rule,chosen,best_action,got,best,regret
CALM1_HUMAN_Weile_2017,1,1,48,enrich@1.0,explore,supervised,0.48951841359773374,4.0,3.5104815864022663
CALM1_HUMAN_Weile_2017,1,1,48,auroc@0.55,supervised,supervised,4.0,4.0,0.0
CALM1_HUMAN_Weile_2017,1,1,48,auroc@0.60,supervised,supervised,4.0,4.0,0.0
CALM1_HUMAN_Weile_2017,1,1,48,auroc@0.65,explore,supervised,0.48951841359773374,4.0,3.5104815864022663
CALM1_HUMAN_Weile_2017,1,1,48,spearman@0.20,explore,supervised,0.48951841359773374,4.0,3.5104815864022663
CALM1_HUMAN_Weile_2017,1,2,96,enrich@1.5,supervised,supervised,3.0,3.0,0.0
CALM1_HUMAN_Weile_2017,1,2,96,enrich@1.0,supervised,supervised,3.0,3.0,0.0
CALM1_HUMAN_Weile_2017,1,2,96,auroc@0.55,supervised,supervised,3.0,3.0,0.0
CALM1_HUMAN_Weile_2017,1,2,96,auroc@0.60,supervised,supervised,3.0,3.0,0.0
CALM1_HUMAN_Weile_2017,1,2,96,auroc@0.65,supervised,supervised,3.0,3.0,0.0
CALM1_HUMAN_Weile_2017,1,2,96,spearman@0.20,explore,supervised,0.4752475247524752,3.0,2.5247524752475248
CALM1_HUMAN_Weile_2017,1,3,144,enrich@1.5,explore,supervised,0.402636309167166,2.0,1.5973636908328341
CALM1_HUMAN_Weile_2017,1,3,144,enrich@1.0,explore,supervised,0.402636309167166,2.0,1.5973636908328341
CALM1_HUMAN_Weile_2017,1,3,144,auroc@0.55,explore,supervised,0.402636309167166,2.0,1.5973636908328341
CALM1_HUMAN_Weile_2017,1,3,144,auroc@0.60,explore,supervised,0.402636309167166,2.0,1.5973636908328341
CALM1_HUMAN_Weile_2017,1,3,144,auroc@0.65,explore,supervised,0.402636309167166,2.0,1.5973636908328341
CALM1_HUMAN_Weile_2017,1,3,144,spearman@0.20,explore,supervised,0.402636309167166,2.0,1.5973636908328341
CALM1_HUMAN_Weile_2017,2,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,2,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,2,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,2,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,2,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,2,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,2,1,48,enrich@1.5,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,2,1,48,enrich@1.0,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,2,1,48,auroc@0.55,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,2,1,48,auroc@0.60,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,2,1,48,auroc@0.65,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,2,1,48,spearman@0.20,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,2,2,96,enrich@1.5,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,2,2,96,enrich@1.0,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,2,2,96,auroc@0.55,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,2,2,96,auroc@0.60,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,2,2,96,auroc@0.65,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,2,2,96,spearman@0.20,esm2_wtm,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,2,3,144,enrich@1.5,explore,explore,0.5176752546434991,0.5176752546434991,0.0
CALM1_HUMAN_Weile_2017,2,3,144,enrich@1.0,explore,explore,0.5176752546434991,0.5176752546434991,0.0
CALM1_HUMAN_Weile_2017,2,3,144,auroc@0.55,explore,explore,0.5176752546434991,0.5176752546434991,0.0
CALM1_HUMAN_Weile_2017,2,3,144,auroc@0.60,explore,explore,0.5176752546434991,0.5176752546434991,0.0
CALM1_HUMAN_Weile_2017,2,3,144,auroc@0.65,explore,explore,0.5176752546434991,0.5176752546434991,0.0
CALM1_HUMAN_Weile_2017,2,3,144,spearman@0.20,supervised,explore,0.0,0.5176752546434991,0.5176752546434991
CALM1_HUMAN_Weile_2017,3,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,3,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,3,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,3,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,3,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,3,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,3,1,48,enrich@1.5,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,3,1,48,enrich@1.0,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,3,1,48,auroc@0.55,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,3,1,48,auroc@0.60,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,3,1,48,auroc@0.65,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,3,1,48,spearman@0.20,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,3,2,96,enrich@1.5,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,3,2,96,enrich@1.0,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,3,2,96,auroc@0.55,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,3,2,96,auroc@0.60,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,3,2,96,auroc@0.65,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,3,2,96,spearman@0.20,esm2_wtm,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,3,3,144,enrich@1.5,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,3,3,144,enrich@1.0,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,3,3,144,auroc@0.55,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,3,3,144,auroc@0.60,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,3,3,144,auroc@0.65,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,3,3,144,spearman@0.20,esm2_wtm,explore,0.0,0.4889155182744158,0.4889155182744158
CALM1_HUMAN_Weile_2017,4,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,4,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,4,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,4,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,4,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,4,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,4,1,48,enrich@1.5,explore,explore,0.4623229461756374,0.4623229461756374,0.0
CALM1_HUMAN_Weile_2017,4,1,48,enrich@1.0,explore,explore,0.4623229461756374,0.4623229461756374,0.0
CALM1_HUMAN_Weile_2017,4,1,48,auroc@0.55,esm2_wtm,explore,0.0,0.4623229461756374,0.4623229461756374
CALM1_HUMAN_Weile_2017,4,1,48,auroc@0.60,esm2_wtm,explore,0.0,0.4623229461756374,0.4623229461756374
CALM1_HUMAN_Weile_2017,4,1,48,auroc@0.65,esm2_wtm,explore,0.0,0.4623229461756374,0.4623229461756374
CALM1_HUMAN_Weile_2017,4,1,48,spearman@0.20,supervised,explore,0.0,0.4623229461756374,0.4623229461756374
CALM1_HUMAN_Weile_2017,4,2,96,enrich@1.5,explore,explore,0.44729178800232966,0.44729178800232966,0.0
CALM1_HUMAN_Weile_2017,4,2,96,enrich@1.0,explore,explore,0.44729178800232966,0.44729178800232966,0.0
CALM1_HUMAN_Weile_2017,4,2,96,auroc@0.55,explore,explore,0.44729178800232966,0.44729178800232966,0.0
CALM1_HUMAN_Weile_2017,4,2,96,auroc@0.60,explore,explore,0.44729178800232966,0.44729178800232966,0.0
CALM1_HUMAN_Weile_2017,4,2,96,auroc@0.65,explore,explore,0.44729178800232966,0.44729178800232966,0.0
CALM1_HUMAN_Weile_2017,4,2,96,spearman@0.20,esm2_wtm,explore,0.0,0.44729178800232966,0.44729178800232966
CALM1_HUMAN_Weile_2017,4,3,144,enrich@1.5,explore,explore,0.4601557819053325,0.4601557819053325,0.0
CALM1_HUMAN_Weile_2017,4,3,144,enrich@1.0,explore,explore,0.4601557819053325,0.4601557819053325,0.0
CALM1_HUMAN_Weile_2017,4,3,144,auroc@0.55,explore,explore,0.4601557819053325,0.4601557819053325,0.0
CALM1_HUMAN_Weile_2017,4,3,144,auroc@0.60,explore,explore,0.4601557819053325,0.4601557819053325,0.0
CALM1_HUMAN_Weile_2017,4,3,144,auroc@0.65,explore,explore,0.4601557819053325,0.4601557819053325,0.0
CALM1_HUMAN_Weile_2017,4,3,144,spearman@0.20,esm2_wtm,explore,0.0,0.4601557819053325,0.4601557819053325
CALM1_HUMAN_Weile_2017,5,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,5,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,5,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,5,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,5,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,5,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,5,1,48,enrich@1.5,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,5,1,48,enrich@1.0,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,5,1,48,auroc@0.55,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,5,1,48,auroc@0.60,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,5,1,48,auroc@0.65,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,5,1,48,spearman@0.20,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,5,2,96,enrich@1.5,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,5,2,96,enrich@1.0,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,5,2,96,auroc@0.55,supervised,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,5,2,96,auroc@0.60,supervised,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,5,2,96,auroc@0.65,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,5,2,96,spearman@0.20,supervised,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,5,3,144,enrich@1.5,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,5,3,144,enrich@1.0,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,5,3,144,auroc@0.55,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,5,3,144,auroc@0.60,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,5,3,144,auroc@0.65,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,5,3,144,spearman@0.20,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,6,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,6,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,6,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,6,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,6,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,6,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,6,1,48,enrich@1.5,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,6,1,48,enrich@1.0,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,6,1,48,auroc@0.55,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,6,1,48,auroc@0.60,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,6,1,48,auroc@0.65,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,6,1,48,spearman@0.20,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,6,2,96,enrich@1.5,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,6,2,96,enrich@1.0,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,6,2,96,auroc@0.55,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,6,2,96,auroc@0.60,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,6,2,96,auroc@0.65,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,6,2,96,spearman@0.20,supervised,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,6,3,144,enrich@1.5,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,6,3,144,enrich@1.0,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,6,3,144,auroc@0.55,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,6,3,144,auroc@0.60,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,6,3,144,auroc@0.65,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,6,3,144,spearman@0.20,explore,supervised,0.4889155182744158,1.0,0.5110844817255842
CALM1_HUMAN_Weile_2017,7,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,7,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,7,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,7,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,7,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,7,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,7,1,48,enrich@1.5,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,7,1,48,enrich@1.0,supervised,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,7,1,48,auroc@0.55,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,7,1,48,auroc@0.60,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,7,1,48,auroc@0.65,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,7,1,48,spearman@0.20,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,7,2,96,enrich@1.5,explore,supervised,0.5032032615026208,1.0,0.49679673849737915
CALM1_HUMAN_Weile_2017,7,2,96,enrich@1.0,explore,supervised,0.5032032615026208,1.0,0.49679673849737915
CALM1_HUMAN_Weile_2017,7,2,96,auroc@0.55,explore,supervised,0.5032032615026208,1.0,0.49679673849737915
CALM1_HUMAN_Weile_2017,7,2,96,auroc@0.60,explore,supervised,0.5032032615026208,1.0,0.49679673849737915
CALM1_HUMAN_Weile_2017,7,2,96,auroc@0.65,explore,supervised,0.5032032615026208,1.0,0.49679673849737915
CALM1_HUMAN_Weile_2017,7,2,96,spearman@0.20,explore,supervised,0.5032032615026208,1.0,0.49679673849737915
CALM1_HUMAN_Weile_2017,7,3,144,enrich@1.5,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,7,3,144,enrich@1.0,supervised,explore,0.0,0.4889155182744158,0.4889155182744158
CALM1_HUMAN_Weile_2017,7,3,144,auroc@0.55,supervised,explore,0.0,0.4889155182744158,0.4889155182744158
CALM1_HUMAN_Weile_2017,7,3,144,auroc@0.60,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,7,3,144,auroc@0.65,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,7,3,144,spearman@0.20,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,8,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,8,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,8,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,8,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,8,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,8,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,8,1,48,enrich@1.5,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,8,1,48,enrich@1.0,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,8,1,48,auroc@0.55,esm2_wtm,supervised,0.0,1.0,1.0
CALM1_HUMAN_Weile_2017,8,1,48,auroc@0.60,esm2_wtm,supervised,0.0,1.0,1.0
CALM1_HUMAN_Weile_2017,8,1,48,auroc@0.65,explore,supervised,0.4623229461756374,1.0,0.5376770538243626
CALM1_HUMAN_Weile_2017,8,1,48,spearman@0.20,explore,supervised,0.4623229461756374,1.0,0.5376770538243626
CALM1_HUMAN_Weile_2017,8,2,96,enrich@1.5,supervised,explore,0.0,0.44729178800232966,0.44729178800232966
CALM1_HUMAN_Weile_2017,8,2,96,enrich@1.0,supervised,explore,0.0,0.44729178800232966,0.44729178800232966
CALM1_HUMAN_Weile_2017,8,2,96,auroc@0.55,supervised,explore,0.0,0.44729178800232966,0.44729178800232966
CALM1_HUMAN_Weile_2017,8,2,96,auroc@0.60,supervised,explore,0.0,0.44729178800232966,0.44729178800232966
CALM1_HUMAN_Weile_2017,8,2,96,auroc@0.65,explore,explore,0.44729178800232966,0.44729178800232966,0.0
CALM1_HUMAN_Weile_2017,8,2,96,spearman@0.20,supervised,explore,0.0,0.44729178800232966,0.44729178800232966
CALM1_HUMAN_Weile_2017,8,3,144,enrich@1.5,explore,supervised,0.4601557819053325,1.0,0.5398442180946674
CALM1_HUMAN_Weile_2017,8,3,144,enrich@1.0,explore,supervised,0.4601557819053325,1.0,0.5398442180946674
CALM1_HUMAN_Weile_2017,8,3,144,auroc@0.55,explore,supervised,0.4601557819053325,1.0,0.5398442180946674
CALM1_HUMAN_Weile_2017,8,3,144,auroc@0.60,explore,supervised,0.4601557819053325,1.0,0.5398442180946674
CALM1_HUMAN_Weile_2017,8,3,144,auroc@0.65,explore,supervised,0.4601557819053325,1.0,0.5398442180946674
CALM1_HUMAN_Weile_2017,8,3,144,spearman@0.20,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,9,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,9,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,9,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,9,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,9,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,9,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,9,1,48,enrich@1.5,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,9,1,48,enrich@1.0,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,9,1,48,auroc@0.55,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,9,1,48,auroc@0.60,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,9,1,48,auroc@0.65,explore,explore,0.48951841359773374,0.48951841359773374,0.0
CALM1_HUMAN_Weile_2017,9,1,48,spearman@0.20,esm2_wtm,explore,0.0,0.48951841359773374,0.48951841359773374
CALM1_HUMAN_Weile_2017,9,2,96,enrich@1.5,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,9,2,96,enrich@1.0,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,9,2,96,auroc@0.55,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,9,2,96,auroc@0.60,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,9,2,96,auroc@0.65,explore,explore,0.5032032615026208,0.5032032615026208,0.0
CALM1_HUMAN_Weile_2017,9,2,96,spearman@0.20,esm2_wtm,explore,0.0,0.5032032615026208,0.5032032615026208
CALM1_HUMAN_Weile_2017,9,3,144,enrich@1.5,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,9,3,144,enrich@1.0,supervised,explore,0.0,0.4889155182744158,0.4889155182744158
CALM1_HUMAN_Weile_2017,9,3,144,auroc@0.55,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,9,3,144,auroc@0.60,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,9,3,144,auroc@0.65,explore,explore,0.4889155182744158,0.4889155182744158,0.0
CALM1_HUMAN_Weile_2017,9,3,144,spearman@0.20,esm2_wtm,explore,0.0,0.4889155182744158,0.4889155182744158
CALM1_HUMAN_Weile_2017,10,0,0,enrich@1.5,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,10,0,0,enrich@1.0,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,10,0,0,auroc@0.55,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,10,0,0,auroc@0.60,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,10,0,0,auroc@0.65,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,10,0,0,spearman@0.20,explore,explore,0.4765581908439051,0.4765581908439051,0.0
CALM1_HUMAN_Weile_2017,10,1,48,enrich@1.5,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,10,1,48,enrich@1.0,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,10,1,48,auroc@0.55,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,10,1,48,auroc@0.60,supervised,supervised,1.0,1.0,0.0
CALM1_HUMAN_Weile_2017,10,1,48,auroc@0.65,explore,supervised,0.4351274787535411,1.0,0.5648725212464589
CALM1_HUMAN_Weile_2017,10,1,48,spearman@0.20,explore,supervised,0.4351274787535411,1.0,0.5648725212464589
CALM1_HUMAN_Weile_2017,10,2,96,enrich@1.5,esm2_wtm,explore,0.0,0.41933605125218404,0.41933605125218404
CALM1_HUMAN_Weile_2017,10,2,96,enrich@1.0,esm2_wtm,explore,0.0,0.41933605125218404,0.41933605125218404
CALM1_HUMAN_Weile_2017,10,2,96,auroc@0.55,explore,explore,0.41933605125218404,0.41933605125218404,0.0
CALM1_HUMAN_Weile_2017,10,2,96,auroc@0.60,explore,explore,0.41933605125218404,0.41933605125218404,0.0
CALM1_HUMAN_Weile_2017,10,2,96,auroc@0.65,explore,explore,0.41933605125218404,0.41933605125218404,0.0
CALM1_HUMAN_Weile_2017,10,2,96,spearman@0.20,explore,explore,0.41933605125218404,0.41933605125218404,0.0
CALM1_HUMAN_Weile_2017,10,3,144,enrich@1.5,explore,explore,0.4313960455362493,0.4313960455362493,0.0
CALM1_HUMAN_Weile_2017,10,3,144,enrich@1.0,explore,explore,0.4313960455362493,0.4313960455362493,0.0
CALM1_HUMAN_Weile_2017,10,3,144,auroc@0.55,explore,explore,0.4313960455362493,0.4313960455362493,0.0
CALM1_HUMAN_Weile_2017,10,3,144,auroc@0.60,explore,explore,0.4313960455362493,0.4313960455362493,0.0
CALM1_HUMAN_Weile_2017,10,3,144,auroc@0.65,explore,explore,0.4313960455362493,0.4313960455362493,0.0
