assay,seed,round,n_seen,rule,chosen,best_action,got,best,regret
A4GRB6_PSEAI_Chen_2020,37,3,144,auroc@0.65,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,37,3,144,spearman@0.20,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,0,0,enrich@1.5,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,38,0,0,enrich@1.0,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,38,0,0,auroc@0.55,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,38,0,0,auroc@0.60,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,38,0,0,auroc@0.65,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,38,0,0,spearman@0.20,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,38,1,48,enrich@1.5,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,1,48,enrich@1.0,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,1,48,auroc@0.55,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,1,48,auroc@0.60,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,1,48,auroc@0.65,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,1,48,spearman@0.20,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,2,96,enrich@1.5,supervised,supervised,4.0,4.0,0.0
A4GRB6_PSEAI_Chen_2020,38,2,96,enrich@1.0,supervised,supervised,4.0,4.0,0.0
A4GRB6_PSEAI_Chen_2020,38,2,96,auroc@0.55,esm2_wtm,supervised,1.0,4.0,3.0
A4GRB6_PSEAI_Chen_2020,38,2,96,auroc@0.60,esm2_wtm,supervised,1.0,4.0,3.0
A4GRB6_PSEAI_Chen_2020,38,2,96,auroc@0.65,esm2_wtm,supervised,1.0,4.0,3.0
A4GRB6_PSEAI_Chen_2020,38,2,96,spearman@0.20,esm2_wtm,supervised,1.0,4.0,3.0
A4GRB6_PSEAI_Chen_2020,38,3,144,enrich@1.5,supervised,supervised,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,3,144,enrich@1.0,supervised,supervised,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,3,144,auroc@0.55,supervised,supervised,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,3,144,auroc@0.60,supervised,supervised,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,3,144,auroc@0.65,supervised,supervised,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,38,3,144,spearman@0.20,supervised,supervised,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,0,0,enrich@1.5,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,39,0,0,enrich@1.0,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,39,0,0,auroc@0.55,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,39,0,0,auroc@0.60,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,39,0,0,auroc@0.65,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,39,0,0,spearman@0.20,explore,explore,0.47961630695443647,0.47961630695443647,0.0
A4GRB6_PSEAI_Chen_2020,39,1,48,enrich@1.5,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,1,48,enrich@1.0,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,1,48,auroc@0.55,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,1,48,auroc@0.60,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,1,48,auroc@0.65,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,1,48,spearman@0.20,esm2_wtm,esm2_wtm,5.0,5.0,0.0
A4GRB6_PSEAI_Chen_2020,39,2,96,enrich@1.5,supervised,supervised,8.0,8.0,0.0
A4GRB6_PSEAI_Chen_2020,39,2,96,enrich@1.0,supervised,supervised,8.0,8.0,0.0
A4GRB6_PSEAI_Chen_2020,39,2,96,auroc@0.55,esm2_wtm,supervised,1.0,8.0,7.0
A4GRB6_PSEAI_Chen_2020,39,2,96,auroc@0.60,esm2_wtm,supervised,1.0,8.0,7.0
A4GRB6_PSEAI_Chen_2020,39,2,96,auroc@0.65,esm2_wtm,supervised,1.0,8.0,7.0
A4GRB6_PSEAI_Chen_2020,39,2,96,spearman@0.20,esm2_wtm,supervised,1.0,8.0,7.0
A4GRB6_PSEAI_Chen_2020,39,3,144,enrich@1.5,supervised,explore,0.0,0.3654320987654321,0.3654320987654321
A4GRB6_PSEAI_Chen_2020,39,3,144,enrich@1.0,supervised,explore,0.0,0.3654320987654321,0.3654320987654321
A4GRB6_PSEAI_Chen_2020,39,3,144,auroc@0.55,supervised,explore,0.0,0.3654320987654321,0.3654320987654321
A4GRB6_PSEAI_Chen_2020,39,3,144,auroc@0.60,supervised,explore,0.0,0.3654320987654321,0.3654320987654321
A4GRB6_PSEAI_Chen_2020,39,3,144,auroc@0.65,supervised,explore,0.0,0.3654320987654321,0.3654320987654321
A4GRB6_PSEAI_Chen_2020,39,3,144,spearman@0.20,supervised,explore,0.0,0.3654320987654321,0.3654320987654321
AMIE_PSEAE_Wrenbeck_2017,0,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,0,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,0,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,0,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,0,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,0,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,0,1,48,enrich@1.5,esm2_wtm,supervised,1.0,16.0,15.0
AMIE_PSEAE_Wrenbeck_2017,0,1,48,enrich@1.0,esm2_wtm,supervised,1.0,16.0,15.0
AMIE_PSEAE_Wrenbeck_2017,0,1,48,auroc@0.55,esm2_wtm,supervised,1.0,16.0,15.0
AMIE_PSEAE_Wrenbeck_2017,0,1,48,auroc@0.60,esm2_wtm,supervised,1.0,16.0,15.0
AMIE_PSEAE_Wrenbeck_2017,0,1,48,auroc@0.65,esm2_wtm,supervised,1.0,16.0,15.0
AMIE_PSEAE_Wrenbeck_2017,0,1,48,spearman@0.20,esm2_wtm,supervised,1.0,16.0,15.0
AMIE_PSEAE_Wrenbeck_2017,0,2,96,enrich@1.5,supervised,supervised,16.0,16.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,2,96,enrich@1.0,supervised,supervised,16.0,16.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,2,96,auroc@0.55,supervised,supervised,16.0,16.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,2,96,auroc@0.60,supervised,supervised,16.0,16.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,2,96,auroc@0.65,supervised,supervised,16.0,16.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,2,96,spearman@0.20,supervised,supervised,16.0,16.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,3,144,enrich@1.5,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,3,144,enrich@1.0,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,3,144,auroc@0.55,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,3,144,auroc@0.60,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,3,144,auroc@0.65,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,0,3,144,spearman@0.20,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,1,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,1,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,1,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,1,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,1,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,1,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,1,1,48,enrich@1.5,explore,supervised,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,1,1,48,enrich@1.0,explore,supervised,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,1,1,48,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,1,1,48,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,1,1,48,auroc@0.65,explore,supervised,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,1,1,48,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,1,2,96,enrich@1.5,explore,supervised,0.4697439243190344,8.0,7.530256075680966
AMIE_PSEAE_Wrenbeck_2017,1,2,96,enrich@1.0,explore,supervised,0.4697439243190344,8.0,7.530256075680966
AMIE_PSEAE_Wrenbeck_2017,1,2,96,auroc@0.55,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,2,96,auroc@0.60,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,2,96,auroc@0.65,explore,supervised,0.4697439243190344,8.0,7.530256075680966
AMIE_PSEAE_Wrenbeck_2017,1,2,96,spearman@0.20,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,3,144,enrich@1.5,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,3,144,enrich@1.0,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,3,144,auroc@0.55,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,3,144,auroc@0.60,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,3,144,auroc@0.65,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,1,3,144,spearman@0.20,esm2_wtm,supervised,1.0,8.0,7.0
AMIE_PSEAE_Wrenbeck_2017,2,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,2,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,2,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,2,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,2,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,2,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,2,1,48,enrich@1.5,explore,esm2_wtm,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,2,1,48,enrich@1.0,explore,esm2_wtm,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,2,1,48,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,1,48,auroc@0.60,explore,esm2_wtm,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,2,1,48,auroc@0.65,explore,esm2_wtm,0.47386308464152777,1.0,0.5261369153584723
AMIE_PSEAE_Wrenbeck_2017,2,1,48,spearman@0.20,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,2,96,enrich@1.5,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,2,2,96,enrich@1.0,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,2,2,96,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,2,96,auroc@0.60,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,2,96,auroc@0.65,explore,esm2_wtm,0.47757298972435164,1.0,0.5224270102756483
AMIE_PSEAE_Wrenbeck_2017,2,2,96,spearman@0.20,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,3,144,enrich@1.5,explore,supervised,0.4813414433667598,1.0,0.5186585566332402
AMIE_PSEAE_Wrenbeck_2017,2,3,144,enrich@1.0,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,3,144,auroc@0.55,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,3,144,auroc@0.60,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,3,144,auroc@0.65,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,2,3,144,spearman@0.20,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,3,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,3,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,3,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,3,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,3,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,3,1,48,enrich@1.5,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,1,48,enrich@1.0,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,1,48,auroc@0.55,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,1,48,auroc@0.60,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,1,48,auroc@0.65,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,1,48,spearman@0.20,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,2,96,enrich@1.5,supervised,supervised,4.0,4.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,2,96,enrich@1.0,supervised,supervised,4.0,4.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,2,96,auroc@0.55,supervised,supervised,4.0,4.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,2,96,auroc@0.60,supervised,supervised,4.0,4.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,2,96,auroc@0.65,supervised,supervised,4.0,4.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,2,96,spearman@0.20,supervised,supervised,4.0,4.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,3,144,enrich@1.5,supervised,supervised,5.0,5.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,3,144,enrich@1.0,supervised,supervised,5.0,5.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,3,144,auroc@0.55,supervised,supervised,5.0,5.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,3,144,auroc@0.60,supervised,supervised,5.0,5.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,3,144,auroc@0.65,supervised,supervised,5.0,5.0,0.0
AMIE_PSEAE_Wrenbeck_2017,3,3,144,spearman@0.20,supervised,supervised,5.0,5.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,4,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,4,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,4,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,4,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,4,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,4,1,48,enrich@1.5,explore,esm2_wtm,0.48163133193073315,1.0,0.5183686680692668
AMIE_PSEAE_Wrenbeck_2017,4,1,48,enrich@1.0,explore,esm2_wtm,0.48163133193073315,1.0,0.5183686680692668
AMIE_PSEAE_Wrenbeck_2017,4,1,48,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,1,48,auroc@0.60,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,1,48,auroc@0.65,explore,esm2_wtm,0.48163133193073315,1.0,0.5183686680692668
AMIE_PSEAE_Wrenbeck_2017,4,1,48,spearman@0.20,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,2,96,enrich@1.5,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,2,96,enrich@1.0,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,2,96,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,2,96,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,2,96,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,2,96,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,3,144,enrich@1.5,explore,esm2_wtm,0.4813414433667598,1.0,0.5186585566332402
AMIE_PSEAE_Wrenbeck_2017,4,3,144,enrich@1.0,explore,esm2_wtm,0.4813414433667598,1.0,0.5186585566332402
AMIE_PSEAE_Wrenbeck_2017,4,3,144,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,4,3,144,auroc@0.60,explore,esm2_wtm,0.4813414433667598,1.0,0.5186585566332402
AMIE_PSEAE_Wrenbeck_2017,4,3,144,auroc@0.65,explore,esm2_wtm,0.4813414433667598,1.0,0.5186585566332402
AMIE_PSEAE_Wrenbeck_2017,4,3,144,spearman@0.20,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,5,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,5,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,5,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,5,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,5,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,5,1,48,enrich@1.5,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,1,48,enrich@1.0,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,1,48,auroc@0.55,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,1,48,auroc@0.60,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,1,48,auroc@0.65,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,1,48,spearman@0.20,esm2_wtm,supervised,1.0,2.0,1.0
AMIE_PSEAE_Wrenbeck_2017,5,2,96,enrich@1.5,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,2,96,enrich@1.0,supervised,supervised,2.0,2.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,2,96,auroc@0.55,esm2_wtm,supervised,1.0,2.0,1.0
AMIE_PSEAE_Wrenbeck_2017,5,2,96,auroc@0.60,esm2_wtm,supervised,1.0,2.0,1.0
AMIE_PSEAE_Wrenbeck_2017,5,2,96,auroc@0.65,esm2_wtm,supervised,1.0,2.0,1.0
AMIE_PSEAE_Wrenbeck_2017,5,2,96,spearman@0.20,esm2_wtm,supervised,1.0,2.0,1.0
AMIE_PSEAE_Wrenbeck_2017,5,3,144,enrich@1.5,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,3,144,enrich@1.0,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,3,144,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,5,3,144,auroc@0.60,explore,supervised,0.4576689133651159,1.0,0.542331086634884
AMIE_PSEAE_Wrenbeck_2017,5,3,144,auroc@0.65,explore,supervised,0.4576689133651159,1.0,0.542331086634884
AMIE_PSEAE_Wrenbeck_2017,5,3,144,spearman@0.20,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,6,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,6,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,6,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,6,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,6,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,6,1,48,enrich@1.5,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,6,1,48,enrich@1.0,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,6,1,48,auroc@0.55,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,6,1,48,auroc@0.60,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,6,1,48,auroc@0.65,supervised,esm2_wtm,0.0,1.0,1.0
AMIE_PSEAE_Wrenbeck_2017,6,1,48,spearman@0.20,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,2,96,enrich@1.5,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,2,96,enrich@1.0,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,2,96,auroc@0.55,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,2,96,auroc@0.60,supervised,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,2,96,auroc@0.65,explore,supervised,0.4854020551296689,1.0,0.5145979448703311
AMIE_PSEAE_Wrenbeck_2017,6,2,96,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,3,144,enrich@1.5,supervised,supervised,13.0,13.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,3,144,enrich@1.0,supervised,supervised,13.0,13.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,3,144,auroc@0.55,supervised,supervised,13.0,13.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,3,144,auroc@0.60,supervised,supervised,13.0,13.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,3,144,auroc@0.65,supervised,supervised,13.0,13.0,0.0
AMIE_PSEAE_Wrenbeck_2017,6,3,144,spearman@0.20,supervised,supervised,13.0,13.0,0.0
AMIE_PSEAE_Wrenbeck_2017,7,0,0,enrich@1.5,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,7,0,0,enrich@1.0,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,7,0,0,auroc@0.55,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,7,0,0,auroc@0.60,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,7,0,0,auroc@0.65,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,7,0,0,spearman@0.20,explore,explore,0.4779187409667577,0.4779187409667577,0.0
AMIE_PSEAE_Wrenbeck_2017,7,1,48,enrich@1.5,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,7,1,48,enrich@1.0,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,7,1,48,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,7,1,48,auroc@0.60,esm2_wtm,esm2_wtm,1.0,1.0,0.0
AMIE_PSEAE_Wrenbeck_2017,7,1,48,auroc@0.65,explore,esm2_wtm,0.47386308464152777,1.0,0.5261369153584723
